Name	Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
4C	-1.721313	0.125294	0.225583	-0.608687	-0.225581	-1.010750	-0.614672	-0.851320	-0.862087	-0.848084	-0.495591	0.713354	1.953312	0.722440	0.051802	-1.448850	-0.283567	1.602630	0.226739	0.446136	0.517122	1.407470	-0.433911	-0.887463	1.421180	1.048065	-1.461123	-1.530507	-1.433658	0.698405	-0.804033	-0.854701	0.054806	0.654079	-0.744348	0.546160	0.255362	0.412170	0.114457	0.694059	-0.273746	1.217392	0.682343	-1.048034	1.178819	0.239954	-1.362653	0.561102
4C	-1.257937	-1.151524	0.132987	-0.709715	-0.222055	-0.812238	-0.704909	1.054497	-1.204844	-0.690619	-1.455561	1.022564	1.805375	0.902429	0.867602	-2.262757	-0.683669	1.640353	-0.456377	-1.269741	1.347536	1.365543	-0.538762	-1.005505	1.440767	0.888407	-1.468869	-1.604798	-0.851383	1.209455	-0.916143	-0.962899	0.460598	-0.489148	-0.824101	0.402730	0.129835	-0.232939	-0.085681	0.570032	0.258311	1.689317	0.635661	-0.116786	1.152308	0.259999	-0.709543	0.354481
4C	-1.299054	-2.654042	0.449950	-0.764589	-0.393006	-0.583446	-0.753922	0.779767	-0.369021	-0.652629	-1.510529	1.070105	1.873117	0.594591	-1.104437	-2.204453	-0.891965	1.558942	0.199701	-1.322531	1.600871	1.330741	-0.595712	-0.443929	1.499699	0.714199	-3.158239	-1.645149	-0.794727	0.201905	0.280477	-1.021667	-0.127038	-1.884588	0.671472	0.955138	0.391324	0.405980	0.410177	0.458745	-0.276020	1.462052	0.790296	0.197517	0.604140	1.376364	-1.514102	0.534411
4C	-1.161871	-1.084753	0.760278	-0.843690	0.686389	-0.187899	-0.824574	1.174974	-2.185537	-0.999571	-1.194495	0.327090	1.444503	1.000714	-0.403225	-2.885235	-0.598324	1.538699	0.155287	-0.621670	0.741482	1.466769	-0.677805	-0.554178	1.355508	0.743988	-2.484300	-1.703316	-1.218530	0.091256	0.232438	-1.106382	0.613575	-0.463252	-0.207894	0.217002	-0.036030	0.383957	0.158789	1.203532	-0.318199	1.570216	1.218911	-1.263854	0.611070	1.362874	0.071305	0.487552
4C	-1.234657	-0.974647	-0.192822	-0.863369	-0.499087	-0.089067	0.069271	-1.074766	-0.251971	-1.012256	-0.232905	1.374521	1.485894	0.539691	0.793344	-0.771556	-0.652984	1.300199	0.112460	-1.417561	0.905547	1.656563	0.488336	-1.159895	0.881545	0.904242	-1.147783	-1.717787	-1.657830	-0.598321	-1.086650	-1.127457	-0.413278	-1.215797	0.956698	0.810852	-0.838785	-0.039124	0.585038	0.735608	-2.899250	1.408039	1.299928	0.096386	1.484783	1.954470	0.036019	0.510814
4C	-0.891484	-0.561852	-2.399633	-0.787671	-0.417794	-0.911759	-0.774539	0.927962	-2.132915	-0.963460	-1.533651	1.419111	1.583435	0.484707	0.915665	0.474700	-0.690550	1.294401	-0.123225	0.020706	0.295235	1.079465	-0.619667	-0.202397	1.316301	0.814858	-1.298915	-0.523285	-0.502670	0.202557	-1.002649	-1.046387	0.559753	-1.152933	0.628296	0.685254	-0.862214	-1.550595	0.442532	1.002138	0.657861	1.360942	0.905716	-1.212407	1.585232	1.613579	-0.726995	0.490869
4C	-1.294520	-1.049683	-0.527568	-0.881716	-0.518790	-0.421593	-0.858538	0.603420	-0.861589	-1.024082	-1.110544	1.243684	1.291237	0.949844	1.136117	-0.592109	-0.491535	1.302872	-0.331280	0.454093	0.870577	1.618490	-0.717269	-0.171406	0.926843	0.983415	0.047014	-0.041119	-1.673978	0.290264	-1.107009	-1.147106	0.354799	-4.158207	-0.959880	0.393060	-0.323627	0.394344	-1.204533	0.933163	-1.101523	1.385684	1.143111	0.264304	1.320475	1.858336	-0.108734	0.134025
4C	-0.791129	-0.864909	-1.351036	-0.945964	-0.587787	-0.317732	-0.915924	0.653640	-0.170829	-0.207500	-1.692217	1.535228	1.448274	-1.454048	0.602372	-0.759763	-0.645762	1.206495	-0.211489	0.441703	0.691460	1.499129	-0.783949	0.083813	1.309298	0.791889	-0.320206	-1.778523	-1.371818	-0.395304	-1.178305	-1.215914	0.624153	0.131749	0.571393	1.031499	-0.951280	0.269793	-1.253779	0.759122	0.411093	1.183588	0.896052	0.104949	1.467582	1.618402	-1.690296	0.381417
4C	-1.260644	-0.897731	-0.424888	-0.882988	-0.520156	-0.782212	0.678100	0.801389	-2.222451	-0.233751	-1.629132	1.401223	1.619683	0.791301	0.454437	-0.325224	-1.068083	1.125180	0.437755	0.780713	1.481415	1.884931	-0.718590	-0.817312	1.596992	0.745871	-0.521778	-1.732213	-0.891884	0.587116	-1.108421	-1.148468	-0.195511	-2.240712	0.489720	1.336501	-0.739571	0.282426	-1.205508	0.798874	-0.032737	1.283433	0.793068	-1.299943	0.943159	0.434081	-0.536206	0.199409
4C	-1.103893	-1.231983	0.076317	-1.019863	-0.667148	-0.300021	-0.981930	1.167599	-0.390097	-0.694075	-1.766243	1.155510	1.907309	0.016900	-0.209618	-0.501906	-3.811087	1.284918	-0.238271	0.099648	1.352549	1.232258	-0.860643	-0.536630	1.668522	0.905809	-0.171471	-0.855530	-0.425445	0.420227	-1.260309	-1.295057	0.494647	-1.530375	0.387952	0.848944	-0.210641	-0.338077	0.181679	1.221176	-0.059905	1.223365	0.083005	0.803246	1.179497	0.753498	-1.548068	0.522772
4C	-0.554094	-1.228784	-0.341445	-1.000100	-0.645925	-0.321877	-0.964278	1.302182	-0.458962	-0.309978	-1.746447	1.229014	1.569558	-0.276435	0.028600	-0.388449	-0.651663	1.336319	-0.348592	0.387826	-0.260868	1.776500	-0.840133	-0.857787	1.718753	0.705523	-0.449715	-1.587348	-0.578968	0.772748	-1.238379	-1.273892	0.703343	-1.782662	0.329898	1.079063	0.207549	-0.200890	-0.169762	1.004822	-0.517184	0.967406	0.505034	0.524932	1.312819	0.436643	-1.742886	-0.227247
4C	-0.561098	-3.446756	-0.272097	-0.744384	-0.371308	-0.490317	-0.735876	-0.970375	-1.810764	-0.935557	-1.490290	1.630473	1.435600	-0.155883	0.571516	-0.408470	-0.903961	1.176259	-0.599518	0.050868	0.125774	1.748441	-0.574742	-1.182406	1.538199	0.986553	-0.501272	-0.610222	-1.375282	0.991968	-0.954614	0.496425	0.579646	-0.660531	-0.851469	1.239914	0.139086	0.535266	-0.082452	0.978755	-1.507184	0.967449	0.284876	0.670252	1.152782	1.595954	-0.088031	0.483768
8C	-0.009920	-0.897981	0.281382	-0.572129	-0.109220	-1.321127	-0.582019	0.223565	0.358784	-0.824518	-0.342852	1.451163	0.981194	-0.291385	0.537743	1.293458	-0.209358	0.906445	0.790754	-1.137378	1.273208	1.907177	-0.395970	-1.067362	1.230187	-0.592911	0.016775	-1.503624	-0.885401	1.123620	-0.763465	-0.815549	0.523490	-0.610355	0.314106	1.040643	0.060897	0.428343	-0.967238	0.820234	0.661830	-1.061077	0.509860	-1.014460	1.668409	1.169482	-1.327140	-0.306317
8C	-0.313398	0.954926	0.977151	-0.511480	-0.121188	-0.392996	-0.527848	0.722571	0.429430	-0.785423	-1.256984	0.942398	0.840068	-1.104131	0.475008	-0.336653	-0.422869	0.857562	1.064749	-1.079032	0.798317	1.788050	-0.333026	-1.026856	1.261854	0.166917	1.278358	-1.459026	-1.076838	0.459616	-0.696163	-0.750596	1.354451	-3.622383	0.015753	0.065018	0.470992	-1.277642	-0.920750	1.242171	-0.106752	0.845631	-1.553068	0.529479	1.170792	0.754858	-0.094272	0.374578
8C	-0.333162	1.137927	0.594914	-0.721561	-0.346797	-2.819373	-0.715490	0.767296	-0.647257	-0.920844	-1.467427	1.217869	0.130273	0.635609	-0.279917	0.157693	-0.573570	0.855402	1.256905	0.068658	0.988554	1.617858	-0.551055	-0.963769	1.416001	0.293680	1.032356	-0.435139	-0.381000	1.383666	-0.929287	-0.975585	0.217283	-0.043649	0.422965	0.388480	0.646659	0.137830	-1.081776	0.232814	-0.041387	0.700198	0.015546	-1.151694	0.732643	-1.040217	-0.017746	-0.162378
8C	-0.699048	0.413114	0.227603	-0.729041	-0.354830	-0.471135	-0.722171	0.841825	0.315874	-0.925666	-1.474920	1.201345	0.340991	0.036809	-1.070733	-0.871994	-0.608679	0.797568	1.147167	-1.288333	0.724954	1.380648	-0.558818	-0.691437	1.253478	0.309107	-0.691065	-1.619009	-1.539594	2.135994	-0.937588	-0.983596	0.488300	-3.937248	0.797935	0.600541	0.491267	0.516644	0.442108	0.388331	0.133337	1.145044	1.091784	0.627151	0.277367	1.154529	-1.479569	-0.118869
8C	0.174543	-0.125125	0.657630	-1.154045	-0.470790	0.295522	0.027335	0.182609	0.043067	-1.199629	-0.658157	0.786944	0.499215	0.099880	0.213302	-0.714021	-0.175556	0.804733	1.180210	-0.854669	0.876974	1.696763	-0.999902	-1.456005	1.244291	0.120175	0.211641	-1.931534	-0.787033	1.148791	-1.409209	-1.438761	0.565584	-1.306219	0.414310	1.475780	0.385386	-0.494954	0.226959	0.670463	0.020161	0.429652	-0.116677	-0.275109	0.675171	1.185222	-0.271743	-0.133869
8C	-0.395073	-1.240137	0.379065	-1.264204	-0.929550	-0.340955	-1.200173	0.390196	0.065389	-1.270640	0.220117	0.688795	0.441594	0.093718	-0.566483	-0.733412	-0.103448	0.608800	0.765676	0.145730	0.184490	1.506050	-1.114229	-0.375929	1.144205	0.510986	0.785855	-0.171698	-0.920407	1.863767	-1.531452	-1.556738	0.963723	-0.235666	0.425737	0.215174	0.528882	-0.225947	-0.230896	0.283224	0.006068	0.820288	0.762016	-1.650041	0.429828	0.916303	-0.354048	-0.048738
8C	-0.002419	-2.383298	0.420710	-0.987374	-0.632258	-0.233241	0.328627	1.066850	0.240624	-1.092191	0.247591	1.327309	-0.489625	0.072343	0.069039	-1.271125	-0.265396	0.708738	1.429272	0.178828	0.398856	1.593489	-0.826925	-1.344691	1.202153	0.445106	0.311194	-0.273592	-0.936886	-1.277600	0.233533	-1.260262	1.013861	0.489788	0.686084	-0.067011	0.588006	0.018155	0.359891	0.774683	0.153902	0.282794	0.342983	-1.395808	1.240229	-1.312189	-0.008764	-0.239087
8C	-0.276305	-0.500906	-0.021868	-0.836130	-0.469834	-0.304680	0.382639	-0.064593	-0.253020	-0.994697	-0.207443	1.255291	-0.590224	-0.569229	-0.183772	-0.734434	-0.206438	0.999589	1.031812	-0.064253	0.461370	1.433875	-0.669959	-0.876577	1.396212	1.248420	1.406881	-0.253091	-1.246802	-0.275979	-1.056423	-1.098285	0.293956	-0.006954	-0.016883	0.522252	0.880412	0.311540	-0.117672	1.375959	-0.848636	0.875833	0.832516	-1.256910	1.642812	-1.157440	-0.646582	0.150818
8C	-0.431811	-0.049742	0.043963	-0.276553	0.131103	-2.199029	-0.318013	-0.559922	0.566083	-0.633986	-1.021652	1.183381	1.024272	-2.455387	1.039927	0.938153	0.628248	1.012852	0.670110	-0.853024	1.354157	1.085351	-0.089211	-0.869956	1.814059	0.110386	1.408601	-1.286273	-1.141313	-0.661078	-0.435468	-0.498997	0.000319	-3.282385	0.871873	-0.729960	-1.299884	0.426946	0.378910	0.054750	0.684763	1.425142	1.222716	-0.743012	2.039085	-0.584900	-1.040006	0.443170
8C	-0.350078	-1.635762	0.477265	-0.820308	0.689366	-0.016178	-0.803689	1.543793	-0.742414	-0.984498	-1.566344	1.057804	0.390177	0.200362	-0.388475	-0.998790	-0.662507	0.431470	1.065347	0.187390	0.371635	1.658397	-0.653538	-1.233112	1.134517	0.540514	0.763794	0.112993	-1.619927	1.881397	-1.038865	-1.081340	1.050672	0.070994	0.282896	-1.206162	0.420457	-0.177882	-1.157464	0.493979	0.608617	0.629801	0.505218	0.462942	0.811986	0.837684	-1.568229	-0.009820
8C	0.098161	-1.468832	0.552221	-0.967858	-0.611300	-1.187870	-0.935480	0.743328	0.040900	-1.079611	-0.348659	0.985490	0.076036	0.369116	-0.265256	-1.567702	-0.037289	0.765736	1.090887	-1.518083	0.667703	1.672081	-0.806671	-1.331657	1.212167	0.621022	1.233910	0.110428	-0.804378	0.005196	0.321939	-1.239362	1.076584	0.323781	0.746800	0.530309	0.767900	0.316753	-0.553946	0.575390	-0.467195	0.238464	0.479145	-1.377886	0.839541	-0.050846	-0.103109	0.126445
8C	-0.604172	-1.023093	0.316995	-0.584109	-0.199186	-0.163987	-0.592719	1.253912	-0.733146	-0.832241	-0.717890	1.647040	0.310544	-0.005259	-0.933320	-1.335205	-0.119116	0.969089	1.334841	-0.020575	-0.064760	1.628562	-0.408403	-1.075362	1.513529	1.079274	1.508034	-1.512433	-0.654204	0.303591	-0.776758	-0.828379	0.791089	-0.469017	-0.724946	0.531456	0.947011	0.801828	-0.976420	0.722894	0.667255	-1.070034	0.206023	-1.025462	1.114228	0.782455	-0.145768	0.075743
8C	-0.313247	-2.130242	0.368340	-0.483315	-0.090942	-2.487256	-0.502691	1.086547	-0.009326	-0.767267	-1.228770	0.466374	0.686020	0.167910	-0.837756	-0.735731	-0.984853	0.826556	1.236365	-1.051936	0.454276	1.707943	-0.303795	-1.008045	1.644699	0.674272	1.756436	-1.438315	-1.302700	0.580833	-0.664909	-0.720432	0.724443	-0.953606	0.162430	-0.911035	0.554550	0.277069	-0.273729	0.995550	0.716810	0.570455	1.405635	-0.932896	1.471731	1.150447	-0.198057	0.464484
8C	-1.454010	-0.470036	-0.435083	-0.844593	-0.478924	0.122167	-0.825381	-0.128981	-0.426290	-0.995223	-0.269147	1.091436	1.028857	0.890736	0.034258	-1.453633	-0.915216	1.304602	0.380671	-1.399498	1.309239	1.656526	-0.678743	-1.249332	1.124977	0.827900	0.753879	-1.703980	-1.641303	0.461436	0.245380	0.489811	0.576297	-0.900201	-0.930575	1.223931	-0.098747	0.426295	-1.176079	0.937342	-0.214162	1.008051	1.390056	-1.264683	1.263340	1.212704	0.506977	0.168671
8C	-1.442261	-1.831249	-2.002825	-0.382088	0.017767	1.071339	-0.412276	-0.652513	-0.026777	-0.702015	-1.127369	1.310984	1.204956	0.597870	0.595747	-0.659399	-0.811251	1.278115	0.762214	-0.954552	1.923525	1.657251	-0.198739	-0.940439	1.220849	0.891827	0.486711	-1.363878	-1.234205	-0.752612	-0.552578	-0.612021	0.716525	-1.188044	-0.565469	0.484642	-0.495857	-0.053126	0.332258	1.493208	1.702998	1.045723	-1.415872	-0.839932	2.763102	0.746123	0.161047	-0.052983
8C	-1.001258	-1.469898	0.115350	-0.641024	-0.260308	-0.037644	-0.643555	0.925311	-0.109397	-0.868929	0.349663	0.435513	1.498367	-0.085973	-0.987283	-0.953227	-0.453025	1.210292	0.619777	0.248228	0.367362	1.862272	-0.467471	-1.113374	0.730752	0.779666	0.625648	-1.554286	0.035448	-0.977197	-0.839916	-0.889333	0.956479	0.398778	-0.769875	0.871042	-0.259116	-1.405667	0.646913	1.185980	0.001501	1.133421	1.128791	-1.077731	0.832551	0.870399	-1.394066	-0.424010
8C	-0.645588	0.008674	-0.000322	-1.278537	-0.347298	-1.405047	-1.212975	0.730625	-0.031740	-1.279879	-0.011408	0.910046	1.302198	-0.430048	-0.019957	-0.641856	-1.065745	1.325439	0.730865	-0.007227	0.510225	1.909419	-1.129104	-0.324660	0.817804	0.513825	0.480776	0.146983	-2.023262	0.006288	-0.112201	-1.572088	1.154907	-1.732073	0.320154	0.637195	-0.297101	0.028674	-0.213994	1.289656	-0.693519	0.998029	0.808365	0.521490	0.586720	0.603357	-1.910577	-0.221529
8C	-1.534889	-0.671088	0.424305	-1.087945	-0.706154	-0.230892	-1.042740	0.669483	-0.508874	-1.157021	-0.197715	1.067704	0.832375	-0.123503	-0.591277	-0.887083	-0.859153	1.149570	0.672230	-1.633611	0.525078	1.390156	-0.931301	-0.817924	0.556411	0.350606	0.069893	-0.582825	-0.616127	-0.207845	-1.335859	-1.367970	0.963865	0.548480	0.295293	0.608484	3.336123	-0.159355	0.536248	0.559719	-1.168127	0.774806	0.653266	0.064218	0.510551	0.769398	0.190966	-0.222239
8C	-0.941072	-0.697461	0.508315	-1.218377	0.072832	-1.063724	-1.159241	0.466091	-0.146262	-1.241099	-0.372298	0.390193	1.055315	0.688017	0.399011	-1.661346	-1.977895	1.192879	0.090569	0.206618	0.159071	1.525677	-1.066668	-0.580798	1.126970	0.594150	0.998714	-0.731829	-1.012879	-0.564004	-1.480598	-1.507658	1.020446	-0.660673	0.011677	0.532350	1.848984	0.270764	-0.078802	0.875573	-0.219220	1.228669	0.933150	-1.607954	0.711156	0.858958	0.972920	-0.182310
8C	-0.997886	-0.037703	0.381612	-1.047293	-0.696605	-1.812949	-1.006430	1.001775	0.005371	-1.130815	-1.426580	1.184676	0.907808	0.873353	0.410623	-1.524356	-1.153236	1.200354	-0.188813	-0.408504	0.639381	1.544705	-0.889111	-0.076744	1.064235	0.504251	1.101495	-0.513645	-1.819720	-1.329570	-1.290748	-1.324433	0.995842	-0.470513	0.025800	0.712196	-0.691586	0.252676	-0.420566	0.951507	-0.109081	1.298925	1.286027	0.473509	1.120734	1.099989	0.753896	-0.910895
8C	-0.839300	-0.611573	0.295570	-1.333873	0.590665	-0.725462	-1.262401	0.384970	-0.906688	-1.315549	-0.134273	0.778236	0.647026	0.432197	-0.228441	-0.353193	-0.758616	1.376778	0.549903	0.615943	0.306488	1.552995	-1.186533	-0.507031	0.445026	0.845455	0.805310	0.108870	-1.668906	-0.196668	0.255918	0.496629	0.911053	0.662088	0.732652	-0.557451	0.091726	-2.090392	-1.551107	1.018169	-0.867903	1.191640	0.315050	0.198516	0.838644	0.517035	0.652197	-0.552465
8C	-1.515524	-0.681954	0.252834	-0.186104	0.228237	0.464884	-0.237225	1.137078	-0.572332	-0.575682	-0.385279	1.211788	1.703018	0.335338	-0.555966	-1.239519	-0.032764	0.907338	1.036036	-0.766009	0.148602	1.362711	0.004660	-3.028295	1.219866	0.414241	0.586033	-1.219762	-0.415463	-0.582629	-0.335098	-0.402130	-0.042592	1.132406	-0.410757	-0.650748	-0.518654	-0.956081	-0.039850	0.785082	0.515327	0.769943	1.328113	-0.659947	1.475484	1.271776	-0.952141	-0.196771
8C	-0.878444	-2.482650	0.448424	-0.166262	0.249546	1.076947	-0.219502	-0.463158	-1.549188	-0.562891	-0.911170	0.988153	1.329290	-0.017957	0.954489	1.095280	0.541524	0.849330	-0.570614	-0.746920	1.878614	1.707599	0.025253	-0.796295	1.447722	0.368431	-0.427263	-1.205170	-1.044234	0.531731	-0.313079	-0.380879	-0.801664	1.168591	-0.395093	-0.633371	0.095019	-0.936471	0.650532	0.703030	1.779878	0.174541	-1.187031	-0.641724	3.635856	-0.472053	-0.932865	-0.095432
8C	-0.728404	-0.175618	-0.596488	-1.259892	-0.924919	-1.083433	-1.196322	0.906046	-0.275004	-1.267860	-0.999500	0.936514	1.105478	-0.061353	-0.200724	-0.963504	-0.442411	1.201830	1.006463	-1.799030	0.389466	1.673610	-1.109754	-0.340619	0.894511	0.650121	1.298027	-0.032084	-0.840411	-0.187487	-0.817040	-0.425806	0.369995	-0.395848	-1.258416	0.557926	-0.148219	0.274620	0.427845	0.901789	-0.893523	1.042771	-0.132745	0.504928	0.870444	1.684416	0.467157	0.015112
8C	-1.473396	0.010749	-0.587167	-0.469533	-0.076141	0.380362	-0.490381	1.379051	-1.834069	-0.758384	-1.214965	1.120026	0.857076	0.351847	-0.171663	-0.069208	0.275119	0.962870	0.906085	-1.038677	0.388525	1.822984	-0.289492	-0.290949	1.039949	0.455203	1.129452	-1.428180	-1.311174	-0.828457	0.000048	1.089250	-0.716742	0.757834	0.492199	-0.898966	1.484531	-1.236187	0.466419	1.049556	-0.190045	1.118319	-1.508591	-0.920239	1.547610	1.609775	-1.227474	-0.281641
8C	-1.444863	-0.200789	-0.083796	-0.538791	-0.150518	0.113196	-0.552241	1.395663	-1.899126	-0.803028	0.141657	1.202827	0.137651	-0.498339	-0.890353	0.446196	0.654589	0.512437	1.001968	-1.105305	0.497808	1.799246	-0.361370	-1.045096	0.955582	0.563169	0.299581	-1.479109	-0.164417	0.840789	0.824671	-0.779845	-0.451102	0.427516	-0.689171	0.557440	0.347242	-1.304632	0.764035	1.620108	1.500583	0.098672	0.800270	-0.983843	2.004963	1.520221	-1.294753	-1.390074
8C	-0.579154	0.025680	0.181533	-1.138395	-0.794442	-0.938579	-1.087802	0.733189	-1.145921	-1.189541	-0.553415	0.055458	1.284815	-0.478201	0.147142	-0.727816	-0.612606	1.068159	1.022389	0.159335	0.452649	1.463288	-0.983660	-0.433484	0.594743	0.807291	1.007864	-1.920026	-1.341637	1.845968	0.171739	-1.422001	0.715666	-0.302841	-0.170128	0.401162	0.306365	0.291021	-0.554153	1.300818	-0.361223	1.011461	0.649407	0.188519	0.825499	1.579847	-1.368088	-0.114998
8C	-0.477024	0.183486	-0.621380	-1.336177	-0.652004	-0.054870	-1.264459	1.269375	-0.036693	-1.317034	-0.348283	0.703200	1.526412	-0.589340	-0.080005	-0.987642	-0.375353	1.048674	1.082883	-0.867653	0.663895	1.382873	-1.188925	-0.413398	0.692163	0.861706	1.001171	-0.292060	-2.073997	0.705938	0.040750	0.473096	0.553360	0.455206	0.177409	0.301104	-0.080970	-0.880337	0.193752	0.860816	-1.085110	1.275284	0.620878	-1.716138	0.842529	0.522558	-0.523505	-0.499889
8C	-1.199808	-0.532544	0.805452	-0.988444	-0.633407	-0.344101	0.017513	-1.184500	-0.220866	-1.092881	-1.734770	1.238795	0.759952	0.533066	-1.316678	-0.368261	-0.632056	0.887575	0.666732	-0.118910	0.728104	1.257216	-0.828036	-0.401171	0.813383	0.232477	0.854292	-0.022886	-0.945279	-1.278528	-1.225444	-1.261408	1.029100	1.264993	1.018987	0.694316	-0.100860	0.246063	0.555373	0.576205	-0.412580	0.967838	0.305112	-1.396791	0.365764	1.127781	0.397895	0.073976
8C	-1.182408	-0.196057	0.853038	-0.915498	0.145581	-3.089722	-0.888712	0.170396	-0.197346	-1.045859	-1.661698	0.796575	0.894838	-0.007716	-1.247516	-0.319912	-0.478896	0.985970	0.751356	-0.137210	0.426898	1.511595	-0.752330	-1.296687	0.821930	0.615554	1.352784	0.237884	-1.703714	-0.154245	0.774829	0.490746	0.904509	1.168097	0.663163	0.784676	-0.535522	-0.568713	-1.230427	0.556528	-0.366204	0.760351	0.389309	-1.329799	0.702961	1.528869	0.319894	0.257049
8C	-0.913104	-1.013474	0.644198	-1.215033	-0.500658	-0.608685	-1.156254	1.116309	0.111070	-1.238944	-0.328311	1.049086	1.287883	-0.314961	0.381135	-0.786475	-1.013175	1.239825	0.548059	0.037450	0.668793	1.560660	-1.063198	-0.838925	0.869908	0.684616	1.133248	-0.165693	-1.967366	-0.029112	-0.161265	-1.504078	1.024839	0.031740	0.098787	0.499174	-0.532502	-0.718349	-0.322001	0.596610	-3.410593	1.376519	0.010105	0.204199	0.609253	1.075059	0.564374	-0.337860
8C	-1.493478	-0.863236	0.869047	0.089868	-0.979151	-0.423069	-1.241427	1.136330	-0.035000	-1.300413	-0.877246	0.658302	0.759983	-0.496867	0.106079	-1.231639	-0.816442	1.057572	0.667590	0.290638	0.532637	1.560480	-1.162164	-0.615338	0.511089	0.961747	0.406538	0.222601	-2.051300	-1.557765	-1.582705	-1.606203	1.078505	0.775577	0.859840	-0.509631	-0.286202	0.363689	0.105214	0.472730	-0.764467	0.824172	0.113626	0.814815	0.370357	1.146907	0.489084	0.115849
8C	-0.117307	-0.466710	0.967829	-1.294516	-0.679954	-0.611586	-0.053915	0.167384	0.021016	-0.471192	0.095506	0.801097	0.432672	-0.689756	0.612699	0.516513	-1.033674	1.207324	0.820838	-0.674199	-0.959630	1.488541	-1.145687	-1.549821	1.157207	0.575810	0.291839	-0.774725	-0.877603	0.673528	-1.565088	-1.589200	0.379849	0.130658	0.769683	0.466511	-0.097976	-0.098324	0.165233	1.126530	-3.526165	0.817518	0.290140	0.011094	0.655686	1.330522	-0.383270	0.248578
8C	-0.754160	-0.384067	0.736771	-1.240453	-0.904043	-0.767543	-1.178959	0.014763	-0.275350	-1.255329	0.089783	0.948243	-0.124702	-0.076016	0.413797	0.068189	-0.952068	1.128022	0.036519	-1.780328	-0.374215	1.304881	-1.089579	-0.161552	1.003402	0.654830	0.722627	0.084797	-1.989740	0.183969	0.066319	-1.531301	1.020037	0.329318	0.550865	0.866737	0.099963	0.470518	-0.086020	0.368352	-0.705750	1.337406	0.800435	-1.065947	0.194822	0.780922	0.428256	0.154178
8C	-0.764402	-0.330096	0.796727	-0.895769	-0.533882	-1.862073	-0.871091	1.078572	0.101506	-1.033141	-0.559618	1.254072	1.386238	0.250986	0.328925	-0.900671	-0.966942	1.159357	0.396935	0.557543	0.686774	1.525445	-0.731855	-0.758917	0.820348	0.681391	0.950590	-1.741612	-1.686349	0.033495	0.700588	-1.162157	0.587340	-0.544828	0.472225	0.503052	-0.377297	-1.657426	-0.287241	0.542743	-2.946362	1.394723	0.752572	-1.311681	0.925832	1.238177	0.957457	-0.124250
8C	-1.508492	-0.940976	0.842366	-1.092017	-0.744636	-0.490303	-1.046378	1.139847	-0.075647	-0.259104	-0.300271	0.702173	0.548736	-0.670874	-0.278539	-0.900809	-0.313962	1.157954	0.901589	0.463125	0.701533	1.670835	-0.935528	-1.414579	0.662823	0.905875	1.108352	-0.172839	-1.859087	-0.692672	-1.340378	-1.372332	1.033701	0.014767	0.716091	0.343524	-0.417545	0.288072	-1.365727	0.813904	-0.367111	0.703581	0.845561	-0.556328	0.992050	0.918354	0.361773	-0.044340
8C	-1.167783	-0.834851	0.281015	-1.289845	0.282176	-1.926325	-1.223076	0.341765	-0.370290	-1.287168	-0.401052	0.489173	0.668493	0.071567	0.031260	-0.560198	-0.937810	1.123872	0.079323	-0.019123	0.155603	1.483256	-1.140840	-0.036761	1.181417	0.689283	1.144791	0.049615	-2.033215	-0.879501	-1.559905	0.156093	1.179440	0.738534	-1.282062	0.671963	-0.114378	0.284420	0.007960	1.044689	-0.905434	1.025799	1.308950	0.254900	1.043786	0.623273	0.103267	0.195519
8C	-1.496770	-0.284772	0.783869	0.751443	-0.589591	-0.848047	-0.917425	0.923811	-1.125771	-1.066580	-1.422678	0.713864	1.296672	0.196892	0.567324	0.081913	-1.731278	1.079330	0.691221	-1.498636	0.965404	1.379476	-0.785692	-1.318156	1.204951	0.323357	1.036393	0.104471	-1.732009	0.148860	-1.180169	-1.217712	1.220134	0.539451	0.251911	0.534592	-0.645648	0.183762	-0.370802	1.094301	-0.904962	0.782193	0.489164	-1.359321	1.208699	1.297997	0.526599	-0.175526
8C	-1.242016	0.387531	-0.456773	-0.931031	-0.571750	-0.863743	-0.902586	0.108038	-1.905176	-1.055871	-1.677258	0.947840	0.705755	0.500780	0.528718	-0.597590	-1.532281	1.279058	1.033217	0.103500	0.715736	1.391602	-0.768450	-0.325021	1.458549	0.854892	1.151534	-0.076063	-1.717386	-0.546866	-1.161733	-1.199920	0.868830	-1.221863	0.429150	0.615722	0.179416	-0.872169	-0.486313	1.496736	-0.277415	1.021649	0.919574	0.160070	1.032619	1.247953	0.749675	-0.192186
